seq_imag,name,imag_path,gtim_path,json_path,train_test_val
290,dusseldorf_000175_000019,fullImages\dusseldorf_000175_000019_leftImg8bit.png,fullImages\dusseldorf_000175_000019_gtFine_labelIds.png,fullImages\dusseldorf_000175_000019_gtFine_polygons.json,train
291,dusseldorf_000178_000019,fullImages\dusseldorf_000178_000019_leftImg8bit.png,fullImages\dusseldorf_000178_000019_gtFine_labelIds.png,fullImages\dusseldorf_000178_000019_gtFine_polygons.json,train
292,dusseldorf_000192_000019,fullImages\dusseldorf_000192_000019_leftImg8bit.png,fullImages\dusseldorf_000192_000019_gtFine_labelIds.png,fullImages\dusseldorf_000192_000019_gtFine_polygons.json,test
293,dusseldorf_000193_000019,fullImages\dusseldorf_000193_000019_leftImg8bit.png,fullImages\dusseldorf_000193_000019_gtFine_labelIds.png,fullImages\dusseldorf_000193_000019_gtFine_polygons.json,train
294,dusseldorf_000196_000019,fullImages\dusseldorf_000196_000019_leftImg8bit.png,fullImages\dusseldorf_000196_000019_gtFine_labelIds.png,fullImages\dusseldorf_000196_000019_gtFine_polygons.json,train
295,dusseldorf_000197_000019,fullImages\dusseldorf_000197_000019_leftImg8bit.png,fullImages\dusseldorf_000197_000019_gtFine_labelIds.png,fullImages\dusseldorf_000197_000019_gtFine_polygons.json,train
296,dusseldorf_000198_000019,fullImages\dusseldorf_000198_000019_leftImg8bit.png,fullImages\dusseldorf_000198_000019_gtFine_labelIds.png,fullImages\dusseldorf_000198_000019_gtFine_polygons.json,train
297,dusseldorf_000200_000019,fullImages\dusseldorf_000200_000019_leftImg8bit.png,fullImages\dusseldorf_000200_000019_gtFine_labelIds.png,fullImages\dusseldorf_000200_000019_gtFine_polygons.json,test
298,dusseldorf_000202_000019,fullImages\dusseldorf_000202_000019_leftImg8bit.png,fullImages\dusseldorf_000202_000019_gtFine_labelIds.png,fullImages\dusseldorf_000202_000019_gtFine_polygons.json,validation
299,dusseldorf_000204_000019,fullImages\dusseldorf_000204_000019_leftImg8bit.png,fullImages\dusseldorf_000204_000019_gtFine_labelIds.png,fullImages\dusseldorf_000204_000019_gtFine_polygons.json,validation
300,dusseldorf_000205_000019,fullImages\dusseldorf_000205_000019_leftImg8bit.png,fullImages\dusseldorf_000205_000019_gtFine_labelIds.png,fullImages\dusseldorf_000205_000019_gtFine_polygons.json,test
301,dusseldorf_000210_000019,fullImages\dusseldorf_000210_000019_leftImg8bit.png,fullImages\dusseldorf_000210_000019_gtFine_labelIds.png,fullImages\dusseldorf_000210_000019_gtFine_polygons.json,train
302,dusseldorf_000211_000019,fullImages\dusseldorf_000211_000019_leftImg8bit.png,fullImages\dusseldorf_000211_000019_gtFine_labelIds.png,fullImages\dusseldorf_000211_000019_gtFine_polygons.json,train
303,dusseldorf_000214_000019,fullImages\dusseldorf_000214_000019_leftImg8bit.png,fullImages\dusseldorf_000214_000019_gtFine_labelIds.png,fullImages\dusseldorf_000214_000019_gtFine_polygons.json,train
304,dusseldorf_000215_000019,fullImages\dusseldorf_000215_000019_leftImg8bit.png,fullImages\dusseldorf_000215_000019_gtFine_labelIds.png,fullImages\dusseldorf_000215_000019_gtFine_polygons.json,train
305,dusseldorf_000217_000019,fullImages\dusseldorf_000217_000019_leftImg8bit.png,fullImages\dusseldorf_000217_000019_gtFine_labelIds.png,fullImages\dusseldorf_000217_000019_gtFine_polygons.json,train
306,dusseldorf_000218_000019,fullImages\dusseldorf_000218_000019_leftImg8bit.png,fullImages\dusseldorf_000218_000019_gtFine_labelIds.png,fullImages\dusseldorf_000218_000019_gtFine_polygons.json,train
307,hamburg_000000_001106,fullImages\hamburg_000000_001106_leftImg8bit.png,fullImages\hamburg_000000_001106_gtFine_labelIds.png,fullImages\hamburg_000000_001106_gtFine_polygons.json,train
308,hamburg_000000_006192,fullImages\hamburg_000000_006192_leftImg8bit.png,fullImages\hamburg_000000_006192_gtFine_labelIds.png,fullImages\hamburg_000000_006192_gtFine_polygons.json,train
309,hamburg_000000_008221,fullImages\hamburg_000000_008221_leftImg8bit.png,fullImages\hamburg_000000_008221_gtFine_labelIds.png,fullImages\hamburg_000000_008221_gtFine_polygons.json,train
310,hamburg_000000_015350,fullImages\hamburg_000000_015350_leftImg8bit.png,fullImages\hamburg_000000_015350_gtFine_labelIds.png,fullImages\hamburg_000000_015350_gtFine_polygons.json,train
311,hamburg_000000_016928,fullImages\hamburg_000000_016928_leftImg8bit.png,fullImages\hamburg_000000_016928_gtFine_labelIds.png,fullImages\hamburg_000000_016928_gtFine_polygons.json,train
312,hamburg_000000_021353,fullImages\hamburg_000000_021353_leftImg8bit.png,fullImages\hamburg_000000_021353_gtFine_labelIds.png,fullImages\hamburg_000000_021353_gtFine_polygons.json,train
313,hamburg_000000_021961,fullImages\hamburg_000000_021961_leftImg8bit.png,fullImages\hamburg_000000_021961_gtFine_labelIds.png,fullImages\hamburg_000000_021961_gtFine_polygons.json,train
314,hamburg_000000_022524,fullImages\hamburg_000000_022524_leftImg8bit.png,fullImages\hamburg_000000_022524_gtFine_labelIds.png,fullImages\hamburg_000000_022524_gtFine_polygons.json,train
315,hamburg_000000_024251,fullImages\hamburg_000000_024251_leftImg8bit.png,fullImages\hamburg_000000_024251_gtFine_labelIds.png,fullImages\hamburg_000000_024251_gtFine_polygons.json,train
316,hamburg_000000_028056,fullImages\hamburg_000000_028056_leftImg8bit.png,fullImages\hamburg_000000_028056_gtFine_labelIds.png,fullImages\hamburg_000000_028056_gtFine_polygons.json,train
317,hamburg_000000_028439,fullImages\hamburg_000000_028439_leftImg8bit.png,fullImages\hamburg_000000_028439_gtFine_labelIds.png,fullImages\hamburg_000000_028439_gtFine_polygons.json,train
318,hamburg_000000_029378,fullImages\hamburg_000000_029378_leftImg8bit.png,fullImages\hamburg_000000_029378_gtFine_labelIds.png,fullImages\hamburg_000000_029378_gtFine_polygons.json,test
319,hamburg_000000_029676,fullImages\hamburg_000000_029676_leftImg8bit.png,fullImages\hamburg_000000_029676_gtFine_labelIds.png,fullImages\hamburg_000000_029676_gtFine_polygons.json,train
320,hamburg_000000_032460,fullImages\hamburg_000000_032460_leftImg8bit.png,fullImages\hamburg_000000_032460_gtFine_labelIds.png,fullImages\hamburg_000000_032460_gtFine_polygons.json,train
321,hamburg_000000_033506,fullImages\hamburg_000000_033506_leftImg8bit.png,fullImages\hamburg_000000_033506_gtFine_labelIds.png,fullImages\hamburg_000000_033506_gtFine_polygons.json,train
322,hamburg_000000_034049,fullImages\hamburg_000000_034049_leftImg8bit.png,fullImages\hamburg_000000_034049_gtFine_labelIds.png,fullImages\hamburg_000000_034049_gtFine_polygons.json,train
323,hamburg_000000_035568,fullImages\hamburg_000000_035568_leftImg8bit.png,fullImages\hamburg_000000_035568_gtFine_labelIds.png,fullImages\hamburg_000000_035568_gtFine_polygons.json,train
324,hamburg_000000_036427,fullImages\hamburg_000000_036427_leftImg8bit.png,fullImages\hamburg_000000_036427_gtFine_labelIds.png,fullImages\hamburg_000000_036427_gtFine_polygons.json,train
325,hamburg_000000_036527,fullImages\hamburg_000000_036527_leftImg8bit.png,fullImages\hamburg_000000_036527_gtFine_labelIds.png,fullImages\hamburg_000000_036527_gtFine_polygons.json,train
326,hamburg_000000_037036,fullImages\hamburg_000000_037036_leftImg8bit.png,fullImages\hamburg_000000_037036_gtFine_labelIds.png,fullImages\hamburg_000000_037036_gtFine_polygons.json,train
327,hamburg_000000_037161,fullImages\hamburg_000000_037161_leftImg8bit.png,fullImages\hamburg_000000_037161_gtFine_labelIds.png,fullImages\hamburg_000000_037161_gtFine_polygons.json,train
328,hamburg_000000_037279,fullImages\hamburg_000000_037279_leftImg8bit.png,fullImages\hamburg_000000_037279_gtFine_labelIds.png,fullImages\hamburg_000000_037279_gtFine_polygons.json,train
329,hamburg_000000_037741,fullImages\hamburg_000000_037741_leftImg8bit.png,fullImages\hamburg_000000_037741_gtFine_labelIds.png,fullImages\hamburg_000000_037741_gtFine_polygons.json,train
330,hamburg_000000_038729,fullImages\hamburg_000000_038729_leftImg8bit.png,fullImages\hamburg_000000_038729_gtFine_labelIds.png,fullImages\hamburg_000000_038729_gtFine_polygons.json,train
331,hamburg_000000_038915,fullImages\hamburg_000000_038915_leftImg8bit.png,fullImages\hamburg_000000_038915_gtFine_labelIds.png,fullImages\hamburg_000000_038915_gtFine_polygons.json,train
332,hamburg_000000_039264,fullImages\hamburg_000000_039264_leftImg8bit.png,fullImages\hamburg_000000_039264_gtFine_labelIds.png,fullImages\hamburg_000000_039264_gtFine_polygons.json,train
333,hamburg_000000_039420,fullImages\hamburg_000000_039420_leftImg8bit.png,fullImages\hamburg_000000_039420_gtFine_labelIds.png,fullImages\hamburg_000000_039420_gtFine_polygons.json,train
334,hamburg_000000_041667,fullImages\hamburg_000000_041667_leftImg8bit.png,fullImages\hamburg_000000_041667_gtFine_labelIds.png,fullImages\hamburg_000000_041667_gtFine_polygons.json,train
335,hamburg_000000_045437,fullImages\hamburg_000000_045437_leftImg8bit.png,fullImages\hamburg_000000_045437_gtFine_labelIds.png,fullImages\hamburg_000000_045437_gtFine_polygons.json,train
336,hamburg_000000_045704,fullImages\hamburg_000000_045704_leftImg8bit.png,fullImages\hamburg_000000_045704_gtFine_labelIds.png,fullImages\hamburg_000000_045704_gtFine_polygons.json,train
337,hamburg_000000_045908,fullImages\hamburg_000000_045908_leftImg8bit.png,fullImages\hamburg_000000_045908_gtFine_labelIds.png,fullImages\hamburg_000000_045908_gtFine_polygons.json,train
338,hamburg_000000_046078,fullImages\hamburg_000000_046078_leftImg8bit.png,fullImages\hamburg_000000_046078_gtFine_labelIds.png,fullImages\hamburg_000000_046078_gtFine_polygons.json,train
339,hamburg_000000_046510,fullImages\hamburg_000000_046510_leftImg8bit.png,fullImages\hamburg_000000_046510_gtFine_labelIds.png,fullImages\hamburg_000000_046510_gtFine_polygons.json,train
340,hamburg_000000_046566,fullImages\hamburg_000000_046566_leftImg8bit.png,fullImages\hamburg_000000_046566_gtFine_labelIds.png,fullImages\hamburg_000000_046566_gtFine_polygons.json,train
341,hamburg_000000_046619,fullImages\hamburg_000000_046619_leftImg8bit.png,fullImages\hamburg_000000_046619_gtFine_labelIds.png,fullImages\hamburg_000000_046619_gtFine_polygons.json,train
342,hamburg_000000_047057,fullImages\hamburg_000000_047057_leftImg8bit.png,fullImages\hamburg_000000_047057_gtFine_labelIds.png,fullImages\hamburg_000000_047057_gtFine_polygons.json,train
343,hamburg_000000_047108,fullImages\hamburg_000000_047108_leftImg8bit.png,fullImages\hamburg_000000_047108_gtFine_labelIds.png,fullImages\hamburg_000000_047108_gtFine_polygons.json,train
344,hamburg_000000_047220,fullImages\hamburg_000000_047220_leftImg8bit.png,fullImages\hamburg_000000_047220_gtFine_labelIds.png,fullImages\hamburg_000000_047220_gtFine_polygons.json,train
345,hamburg_000000_048138,fullImages\hamburg_000000_048138_leftImg8bit.png,fullImages\hamburg_000000_048138_gtFine_labelIds.png,fullImages\hamburg_000000_048138_gtFine_polygons.json,train
346,hamburg_000000_048494,fullImages\hamburg_000000_048494_leftImg8bit.png,fullImages\hamburg_000000_048494_gtFine_labelIds.png,fullImages\hamburg_000000_048494_gtFine_polygons.json,train
347,hamburg_000000_050160,fullImages\hamburg_000000_050160_leftImg8bit.png,fullImages\hamburg_000000_050160_gtFine_labelIds.png,fullImages\hamburg_000000_050160_gtFine_polygons.json,train
348,hamburg_000000_052122,fullImages\hamburg_000000_052122_leftImg8bit.png,fullImages\hamburg_000000_052122_gtFine_labelIds.png,fullImages\hamburg_000000_052122_gtFine_polygons.json,train
349,hamburg_000000_052904,fullImages\hamburg_000000_052904_leftImg8bit.png,fullImages\hamburg_000000_052904_gtFine_labelIds.png,fullImages\hamburg_000000_052904_gtFine_polygons.json,validation
350,hamburg_000000_053563,fullImages\hamburg_000000_053563_leftImg8bit.png,fullImages\hamburg_000000_053563_gtFine_labelIds.png,fullImages\hamburg_000000_053563_gtFine_polygons.json,train
351,hamburg_000000_053886,fullImages\hamburg_000000_053886_leftImg8bit.png,fullImages\hamburg_000000_053886_gtFine_labelIds.png,fullImages\hamburg_000000_053886_gtFine_polygons.json,train
352,hamburg_000000_055039,fullImages\hamburg_000000_055039_leftImg8bit.png,fullImages\hamburg_000000_055039_gtFine_labelIds.png,fullImages\hamburg_000000_055039_gtFine_polygons.json,train
353,hamburg_000000_056229,fullImages\hamburg_000000_056229_leftImg8bit.png,fullImages\hamburg_000000_056229_gtFine_labelIds.png,fullImages\hamburg_000000_056229_gtFine_polygons.json,train
354,hamburg_000000_057816,fullImages\hamburg_000000_057816_leftImg8bit.png,fullImages\hamburg_000000_057816_gtFine_labelIds.png,fullImages\hamburg_000000_057816_gtFine_polygons.json,train
355,hamburg_000000_059720,fullImages\hamburg_000000_059720_leftImg8bit.png,fullImages\hamburg_000000_059720_gtFine_labelIds.png,fullImages\hamburg_000000_059720_gtFine_polygons.json,train
356,hamburg_000000_060907,fullImages\hamburg_000000_060907_leftImg8bit.png,fullImages\hamburg_000000_060907_gtFine_labelIds.png,fullImages\hamburg_000000_060907_gtFine_polygons.json,train
357,hamburg_000000_061048,fullImages\hamburg_000000_061048_leftImg8bit.png,fullImages\hamburg_000000_061048_gtFine_labelIds.png,fullImages\hamburg_000000_061048_gtFine_polygons.json,train
358,hamburg_000000_061790,fullImages\hamburg_000000_061790_leftImg8bit.png,fullImages\hamburg_000000_061790_gtFine_labelIds.png,fullImages\hamburg_000000_061790_gtFine_polygons.json,train
359,hamburg_000000_062039,fullImages\hamburg_000000_062039_leftImg8bit.png,fullImages\hamburg_000000_062039_gtFine_labelIds.png,fullImages\hamburg_000000_062039_gtFine_polygons.json,validation
360,hamburg_000000_062371,fullImages\hamburg_000000_062371_leftImg8bit.png,fullImages\hamburg_000000_062371_gtFine_labelIds.png,fullImages\hamburg_000000_062371_gtFine_polygons.json,train
361,hamburg_000000_063698,fullImages\hamburg_000000_063698_leftImg8bit.png,fullImages\hamburg_000000_063698_gtFine_labelIds.png,fullImages\hamburg_000000_063698_gtFine_polygons.json,test
362,hamburg_000000_064269,fullImages\hamburg_000000_064269_leftImg8bit.png,fullImages\hamburg_000000_064269_gtFine_labelIds.png,fullImages\hamburg_000000_064269_gtFine_polygons.json,train
363,hamburg_000000_065604,fullImages\hamburg_000000_065604_leftImg8bit.png,fullImages\hamburg_000000_065604_gtFine_labelIds.png,fullImages\hamburg_000000_065604_gtFine_polygons.json,train
364,hamburg_000000_067338,fullImages\hamburg_000000_067338_leftImg8bit.png,fullImages\hamburg_000000_067338_gtFine_labelIds.png,fullImages\hamburg_000000_067338_gtFine_polygons.json,test
365,hamburg_000000_067799,fullImages\hamburg_000000_067799_leftImg8bit.png,fullImages\hamburg_000000_067799_gtFine_labelIds.png,fullImages\hamburg_000000_067799_gtFine_polygons.json,train
366,hamburg_000000_069096,fullImages\hamburg_000000_069096_leftImg8bit.png,fullImages\hamburg_000000_069096_gtFine_labelIds.png,fullImages\hamburg_000000_069096_gtFine_polygons.json,train
367,hamburg_000000_069289,fullImages\hamburg_000000_069289_leftImg8bit.png,fullImages\hamburg_000000_069289_gtFine_labelIds.png,fullImages\hamburg_000000_069289_gtFine_polygons.json,train
368,hamburg_000000_069417,fullImages\hamburg_000000_069417_leftImg8bit.png,fullImages\hamburg_000000_069417_gtFine_labelIds.png,fullImages\hamburg_000000_069417_gtFine_polygons.json,test
369,hamburg_000000_070444,fullImages\hamburg_000000_070444_leftImg8bit.png,fullImages\hamburg_000000_070444_gtFine_labelIds.png,fullImages\hamburg_000000_070444_gtFine_polygons.json,train
370,hamburg_000000_071016,fullImages\hamburg_000000_071016_leftImg8bit.png,fullImages\hamburg_000000_071016_gtFine_labelIds.png,fullImages\hamburg_000000_071016_gtFine_polygons.json,train
371,hamburg_000000_071150,fullImages\hamburg_000000_071150_leftImg8bit.png,fullImages\hamburg_000000_071150_gtFine_labelIds.png,fullImages\hamburg_000000_071150_gtFine_polygons.json,train
372,hamburg_000000_073549,fullImages\hamburg_000000_073549_leftImg8bit.png,fullImages\hamburg_000000_073549_gtFine_labelIds.png,fullImages\hamburg_000000_073549_gtFine_polygons.json,train
373,hamburg_000000_073672,fullImages\hamburg_000000_073672_leftImg8bit.png,fullImages\hamburg_000000_073672_gtFine_labelIds.png,fullImages\hamburg_000000_073672_gtFine_polygons.json,train
374,hamburg_000000_074545,fullImages\hamburg_000000_074545_leftImg8bit.png,fullImages\hamburg_000000_074545_gtFine_labelIds.png,fullImages\hamburg_000000_074545_gtFine_polygons.json,train
375,hamburg_000000_074694,fullImages\hamburg_000000_074694_leftImg8bit.png,fullImages\hamburg_000000_074694_gtFine_labelIds.png,fullImages\hamburg_000000_074694_gtFine_polygons.json,train
376,hamburg_000000_076392,fullImages\hamburg_000000_076392_leftImg8bit.png,fullImages\hamburg_000000_076392_gtFine_labelIds.png,fullImages\hamburg_000000_076392_gtFine_polygons.json,train
377,hamburg_000000_076966,fullImages\hamburg_000000_076966_leftImg8bit.png,fullImages\hamburg_000000_076966_gtFine_labelIds.png,fullImages\hamburg_000000_076966_gtFine_polygons.json,validation
378,hamburg_000000_077144,fullImages\hamburg_000000_077144_leftImg8bit.png,fullImages\hamburg_000000_077144_gtFine_labelIds.png,fullImages\hamburg_000000_077144_gtFine_polygons.json,train
379,hamburg_000000_077927,fullImages\hamburg_000000_077927_leftImg8bit.png,fullImages\hamburg_000000_077927_gtFine_labelIds.png,fullImages\hamburg_000000_077927_gtFine_polygons.json,train
380,hamburg_000000_078407,fullImages\hamburg_000000_078407_leftImg8bit.png,fullImages\hamburg_000000_078407_gtFine_labelIds.png,fullImages\hamburg_000000_078407_gtFine_polygons.json,test
381,hamburg_000000_078579,fullImages\hamburg_000000_078579_leftImg8bit.png,fullImages\hamburg_000000_078579_gtFine_labelIds.png,fullImages\hamburg_000000_078579_gtFine_polygons.json,train
382,hamburg_000000_080169,fullImages\hamburg_000000_080169_leftImg8bit.png,fullImages\hamburg_000000_080169_gtFine_labelIds.png,fullImages\hamburg_000000_080169_gtFine_polygons.json,validation
383,hamburg_000000_083586,fullImages\hamburg_000000_083586_leftImg8bit.png,fullImages\hamburg_000000_083586_gtFine_labelIds.png,fullImages\hamburg_000000_083586_gtFine_polygons.json,train
384,hamburg_000000_084746,fullImages\hamburg_000000_084746_leftImg8bit.png,fullImages\hamburg_000000_084746_gtFine_labelIds.png,fullImages\hamburg_000000_084746_gtFine_polygons.json,test
385,hamburg_000000_085073,fullImages\hamburg_000000_085073_leftImg8bit.png,fullImages\hamburg_000000_085073_gtFine_labelIds.png,fullImages\hamburg_000000_085073_gtFine_polygons.json,test
386,hamburg_000000_085321,fullImages\hamburg_000000_085321_leftImg8bit.png,fullImages\hamburg_000000_085321_gtFine_labelIds.png,fullImages\hamburg_000000_085321_gtFine_polygons.json,test
387,hamburg_000000_086499,fullImages\hamburg_000000_086499_leftImg8bit.png,fullImages\hamburg_000000_086499_gtFine_labelIds.png,fullImages\hamburg_000000_086499_gtFine_polygons.json,train
388,hamburg_000000_087216,fullImages\hamburg_000000_087216_leftImg8bit.png,fullImages\hamburg_000000_087216_gtFine_labelIds.png,fullImages\hamburg_000000_087216_gtFine_polygons.json,train
389,hamburg_000000_088627,fullImages\hamburg_000000_088627_leftImg8bit.png,fullImages\hamburg_000000_088627_gtFine_labelIds.png,fullImages\hamburg_000000_088627_gtFine_polygons.json,train
390,hamburg_000000_088939,fullImages\hamburg_000000_088939_leftImg8bit.png,fullImages\hamburg_000000_088939_gtFine_labelIds.png,fullImages\hamburg_000000_088939_gtFine_polygons.json,train
391,hamburg_000000_092850,fullImages\hamburg_000000_092850_leftImg8bit.png,fullImages\hamburg_000000_092850_gtFine_labelIds.png,fullImages\hamburg_000000_092850_gtFine_polygons.json,train
392,hamburg_000000_095561,fullImages\hamburg_000000_095561_leftImg8bit.png,fullImages\hamburg_000000_095561_gtFine_labelIds.png,fullImages\hamburg_000000_095561_gtFine_polygons.json,train
393,hamburg_000000_096063,fullImages\hamburg_000000_096063_leftImg8bit.png,fullImages\hamburg_000000_096063_gtFine_labelIds.png,fullImages\hamburg_000000_096063_gtFine_polygons.json,test
394,hamburg_000000_097086,fullImages\hamburg_000000_097086_leftImg8bit.png,fullImages\hamburg_000000_097086_gtFine_labelIds.png,fullImages\hamburg_000000_097086_gtFine_polygons.json,train
395,hamburg_000000_099902,fullImages\hamburg_000000_099902_leftImg8bit.png,fullImages\hamburg_000000_099902_gtFine_labelIds.png,fullImages\hamburg_000000_099902_gtFine_polygons.json,validation
396,hamburg_000000_100300,fullImages\hamburg_000000_100300_leftImg8bit.png,fullImages\hamburg_000000_100300_gtFine_labelIds.png,fullImages\hamburg_000000_100300_gtFine_polygons.json,train
397,hamburg_000000_101724,fullImages\hamburg_000000_101724_leftImg8bit.png,fullImages\hamburg_000000_101724_gtFine_labelIds.png,fullImages\hamburg_000000_101724_gtFine_polygons.json,train
398,hamburg_000000_102574,fullImages\hamburg_000000_102574_leftImg8bit.png,fullImages\hamburg_000000_102574_gtFine_labelIds.png,fullImages\hamburg_000000_102574_gtFine_polygons.json,train
399,hamburg_000000_103541,fullImages\hamburg_000000_103541_leftImg8bit.png,fullImages\hamburg_000000_103541_gtFine_labelIds.png,fullImages\hamburg_000000_103541_gtFine_polygons.json,train
400,hamburg_000000_104428,fullImages\hamburg_000000_104428_leftImg8bit.png,fullImages\hamburg_000000_104428_gtFine_labelIds.png,fullImages\hamburg_000000_104428_gtFine_polygons.json,train
401,hanover_000000_000164,fullImages\hanover_000000_000164_leftImg8bit.png,fullImages\hanover_000000_000164_gtFine_labelIds.png,fullImages\hanover_000000_000164_gtFine_polygons.json,test
402,hanover_000000_004752,fullImages\hanover_000000_004752_leftImg8bit.png,fullImages\hanover_000000_004752_gtFine_labelIds.png,fullImages\hanover_000000_004752_gtFine_polygons.json,train
403,hanover_000000_005288,fullImages\hanover_000000_005288_leftImg8bit.png,fullImages\hanover_000000_005288_gtFine_labelIds.png,fullImages\hanover_000000_005288_gtFine_polygons.json,test
404,hanover_000000_005599,fullImages\hanover_000000_005599_leftImg8bit.png,fullImages\hanover_000000_005599_gtFine_labelIds.png,fullImages\hanover_000000_005599_gtFine_polygons.json,test
405,hanover_000000_005732,fullImages\hanover_000000_005732_leftImg8bit.png,fullImages\hanover_000000_005732_gtFine_labelIds.png,fullImages\hanover_000000_005732_gtFine_polygons.json,train
406,hanover_000000_005970,fullImages\hanover_000000_005970_leftImg8bit.png,fullImages\hanover_000000_005970_gtFine_labelIds.png,fullImages\hanover_000000_005970_gtFine_polygons.json,train
407,hanover_000000_006355,fullImages\hanover_000000_006355_leftImg8bit.png,fullImages\hanover_000000_006355_gtFine_labelIds.png,fullImages\hanover_000000_006355_gtFine_polygons.json,train
408,hanover_000000_006922,fullImages\hanover_000000_006922_leftImg8bit.png,fullImages\hanover_000000_006922_gtFine_labelIds.png,fullImages\hanover_000000_006922_gtFine_polygons.json,train
409,hanover_000000_007780,fullImages\hanover_000000_007780_leftImg8bit.png,fullImages\hanover_000000_007780_gtFine_labelIds.png,fullImages\hanover_000000_007780_gtFine_polygons.json,train
410,hanover_000000_007897,fullImages\hanover_000000_007897_leftImg8bit.png,fullImages\hanover_000000_007897_gtFine_labelIds.png,fullImages\hanover_000000_007897_gtFine_polygons.json,train
411,hanover_000000_009420,fullImages\hanover_000000_009420_leftImg8bit.png,fullImages\hanover_000000_009420_gtFine_labelIds.png,fullImages\hanover_000000_009420_gtFine_polygons.json,train
412,hanover_000000_010553,fullImages\hanover_000000_010553_leftImg8bit.png,fullImages\hanover_000000_010553_gtFine_labelIds.png,fullImages\hanover_000000_010553_gtFine_polygons.json,train
413,hanover_000000_011471,fullImages\hanover_000000_011471_leftImg8bit.png,fullImages\hanover_000000_011471_gtFine_labelIds.png,fullImages\hanover_000000_011471_gtFine_polygons.json,train
414,hanover_000000_011971,fullImages\hanover_000000_011971_leftImg8bit.png,fullImages\hanover_000000_011971_gtFine_labelIds.png,fullImages\hanover_000000_011971_gtFine_polygons.json,train
415,hanover_000000_012347,fullImages\hanover_000000_012347_leftImg8bit.png,fullImages\hanover_000000_012347_gtFine_labelIds.png,fullImages\hanover_000000_012347_gtFine_polygons.json,train
416,hanover_000000_014319,fullImages\hanover_000000_014319_leftImg8bit.png,fullImages\hanover_000000_014319_gtFine_labelIds.png,fullImages\hanover_000000_014319_gtFine_polygons.json,train
417,hanover_000000_014537,fullImages\hanover_000000_014537_leftImg8bit.png,fullImages\hanover_000000_014537_gtFine_labelIds.png,fullImages\hanover_000000_014537_gtFine_polygons.json,train
418,hanover_000000_014713,fullImages\hanover_000000_014713_leftImg8bit.png,fullImages\hanover_000000_014713_gtFine_labelIds.png,fullImages\hanover_000000_014713_gtFine_polygons.json,train
419,hanover_000000_015587,fullImages\hanover_000000_015587_leftImg8bit.png,fullImages\hanover_000000_015587_gtFine_labelIds.png,fullImages\hanover_000000_015587_gtFine_polygons.json,train
420,hanover_000000_016558,fullImages\hanover_000000_016558_leftImg8bit.png,fullImages\hanover_000000_016558_gtFine_labelIds.png,fullImages\hanover_000000_016558_gtFine_polygons.json,validation
421,hanover_000000_017041,fullImages\hanover_000000_017041_leftImg8bit.png,fullImages\hanover_000000_017041_gtFine_labelIds.png,fullImages\hanover_000000_017041_gtFine_polygons.json,validation
422,hanover_000000_018213,fullImages\hanover_000000_018213_leftImg8bit.png,fullImages\hanover_000000_018213_gtFine_labelIds.png,fullImages\hanover_000000_018213_gtFine_polygons.json,train
423,hanover_000000_018546,fullImages\hanover_000000_018546_leftImg8bit.png,fullImages\hanover_000000_018546_gtFine_labelIds.png,fullImages\hanover_000000_018546_gtFine_polygons.json,train
424,hanover_000000_021337,fullImages\hanover_000000_021337_leftImg8bit.png,fullImages\hanover_000000_021337_gtFine_labelIds.png,fullImages\hanover_000000_021337_gtFine_polygons.json,train
425,hanover_000000_022645,fullImages\hanover_000000_022645_leftImg8bit.png,fullImages\hanover_000000_022645_gtFine_labelIds.png,fullImages\hanover_000000_022645_gtFine_polygons.json,train
426,hanover_000000_023239,fullImages\hanover_000000_023239_leftImg8bit.png,fullImages\hanover_000000_023239_gtFine_labelIds.png,fullImages\hanover_000000_023239_gtFine_polygons.json,validation
427,hanover_000000_023614,fullImages\hanover_000000_023614_leftImg8bit.png,fullImages\hanover_000000_023614_gtFine_labelIds.png,fullImages\hanover_000000_023614_gtFine_polygons.json,train
428,hanover_000000_023881,fullImages\hanover_000000_023881_leftImg8bit.png,fullImages\hanover_000000_023881_gtFine_labelIds.png,fullImages\hanover_000000_023881_gtFine_polygons.json,train
429,hanover_000000_025437,fullImages\hanover_000000_025437_leftImg8bit.png,fullImages\hanover_000000_025437_gtFine_labelIds.png,fullImages\hanover_000000_025437_gtFine_polygons.json,train
430,hanover_000000_026183,fullImages\hanover_000000_026183_leftImg8bit.png,fullImages\hanover_000000_026183_gtFine_labelIds.png,fullImages\hanover_000000_026183_gtFine_polygons.json,train
431,hanover_000000_028460,fullImages\hanover_000000_028460_leftImg8bit.png,fullImages\hanover_000000_028460_gtFine_labelIds.png,fullImages\hanover_000000_028460_gtFine_polygons.json,train
432,hanover_000000_029043,fullImages\hanover_000000_029043_leftImg8bit.png,fullImages\hanover_000000_029043_gtFine_labelIds.png,fullImages\hanover_000000_029043_gtFine_polygons.json,train
433,hanover_000000_029404,fullImages\hanover_000000_029404_leftImg8bit.png,fullImages\hanover_000000_029404_gtFine_labelIds.png,fullImages\hanover_000000_029404_gtFine_polygons.json,train
434,hanover_000000_029769,fullImages\hanover_000000_029769_leftImg8bit.png,fullImages\hanover_000000_029769_gtFine_labelIds.png,fullImages\hanover_000000_029769_gtFine_polygons.json,train
