seq,is_true,is_ignore,path,x0,x1,y0,y1,col
1,FALSE,FALSE,berlin_000542_000019_leftImg8bit_gF_4142.png,774,806,406,502,g
2,FALSE,FALSE,berlin_000542_000019_leftImg8bit_gF_4143.png,570,602,402,498,g
3,FALSE,FALSE,berlin_000542_000019_leftImg8bit_gF_4144.png,1112,1144,361,457,g
0,FALSE,FALSE,berlin_000543_000019_leftImg8bit_gF_4145.png,274,306,423,519,g
0,FALSE,FALSE,bielefeld_000000_000321_leftImg8bit_rF_4146.png,718,750,130,226,r
1,FALSE,FALSE,bielefeld_000000_000321_leftImg8bit_rF_4147.png,754,786,391,487,r
2,FALSE,FALSE,bielefeld_000000_000321_leftImg8bit_rF_4148.png,828,860,416,512,r
3,FALSE,FALSE,bielefeld_000000_000321_leftImg8bit_rF_4149.png,761,793,419,515,r
4,FALSE,FALSE,bielefeld_000000_000321_leftImg8bit_rF_4150.png,911,943,82,178,r
5,FALSE,FALSE,bielefeld_000000_000321_leftImg8bit_gF_4151.png,546,578,-4,92,g
6,FALSE,FALSE,bielefeld_000000_000321_leftImg8bit_gF_4152.png,561,593,-38,58,g
7,FALSE,FALSE,bielefeld_000000_000321_leftImg8bit_gF_4153.png,478,510,7,103,g
8,FALSE,FALSE,bielefeld_000000_000321_leftImg8bit_gF_4154.png,490,522,-27,69,g
9,FALSE,FALSE,bielefeld_000000_000321_leftImg8bit_gF_4155.png,555,587,-60,36,g
10,FALSE,FALSE,bielefeld_000000_000321_leftImg8bit_gF_4156.png,670,702,77,173,g
11,FALSE,FALSE,bielefeld_000000_000321_leftImg8bit_gF_4157.png,814,846,-37,59,g
12,FALSE,FALSE,bielefeld_000000_000321_leftImg8bit_gF_4158.png,1274,1306,-27,69,g
13,FALSE,FALSE,bielefeld_000000_000321_leftImg8bit_gF_4159.png,721,753,62,158,g
14,FALSE,FALSE,bielefeld_000000_000321_leftImg8bit_gF_4160.png,1478,1510,9,105,g
15,FALSE,FALSE,bielefeld_000000_000321_leftImg8bit_gF_4161.png,639,671,22,118,g
16,FALSE,FALSE,bielefeld_000000_000321_leftImg8bit_gF_4162.png,881,913,357,453,g
0,FALSE,FALSE,bielefeld_000000_001011_leftImg8bit_rF_4163.png,1910,1942,334,430,r
1,FALSE,FALSE,bielefeld_000000_001011_leftImg8bit_rF_4164.png,981,1013,381,477,r
2,FALSE,FALSE,bielefeld_000000_001011_leftImg8bit_gF_4165.png,720,752,382,478,g
3,FALSE,FALSE,bielefeld_000000_001011_leftImg8bit_gF_4166.png,997,1029,336,432,g
4,FALSE,FALSE,bielefeld_000000_001011_leftImg8bit_gF_4167.png,609,641,367,463,g
5,FALSE,FALSE,bielefeld_000000_001011_leftImg8bit_gF_4168.png,1600,1632,303,399,g
6,FALSE,FALSE,bielefeld_000000_001011_leftImg8bit_gF_4169.png,584,616,336,432,g
0,FALSE,FALSE,bielefeld_000000_001187_leftImg8bit_gF_4170.png,354,386,412,508,g
1,FALSE,FALSE,bielefeld_000000_001187_leftImg8bit_gF_4171.png,367,399,358,454,g
2,FALSE,FALSE,bielefeld_000000_001187_leftImg8bit_gF_4172.png,320,352,433,529,g
3,FALSE,FALSE,bielefeld_000000_001187_leftImg8bit_gF_4173.png,1861,1893,352,448,g
0,FALSE,FALSE,bielefeld_000000_001505_leftImg8bit_rF_4174.png,936,968,393,489,r
1,FALSE,FALSE,bielefeld_000000_001505_leftImg8bit_gF_4175.png,995,1027,339,435,g
2,FALSE,FALSE,bielefeld_000000_001505_leftImg8bit_gF_4176.png,914,946,355,451,g
3,FALSE,FALSE,bielefeld_000000_001505_leftImg8bit_gF_4177.png,440,472,366,462,g
0,FALSE,FALSE,bielefeld_000000_001705_leftImg8bit_gF_4178.png,992,1024,343,439,g
1,FALSE,FALSE,bielefeld_000000_001705_leftImg8bit_gF_4179.png,1559,1591,18,114,g
2,FALSE,FALSE,bielefeld_000000_001705_leftImg8bit_gF_4180.png,775,807,346,442,g
3,FALSE,FALSE,bielefeld_000000_001705_leftImg8bit_gF_4181.png,916,948,359,455,g
0,FALSE,FALSE,bielefeld_000000_002308_leftImg8bit_gF_4182.png,1556,1588,-13,83,g
1,FALSE,FALSE,bielefeld_000000_002308_leftImg8bit_gF_4183.png,1049,1081,326,422,g
2,FALSE,FALSE,bielefeld_000000_002308_leftImg8bit_gF_4184.png,963,995,337,433,g
3,FALSE,FALSE,bielefeld_000000_002308_leftImg8bit_gF_4185.png,990,1022,332,428,g
0,FALSE,FALSE,bielefeld_000000_002528_leftImg8bit_rF_4186.png,629,661,364,460,r
1,FALSE,FALSE,bielefeld_000000_002528_leftImg8bit_rF_4187.png,880,912,388,484,r
2,FALSE,FALSE,bielefeld_000000_002528_leftImg8bit_gF_4188.png,1060,1092,332,428,g
3,FALSE,FALSE,bielefeld_000000_002528_leftImg8bit_gF_4189.png,1457,1489,332,428,g
4,FALSE,FALSE,bielefeld_000000_002528_leftImg8bit_gF_4190.png,206,238,382,478,g
0,FALSE,FALSE,bielefeld_000000_002735_leftImg8bit_rF_4191.png,641,673,399,495,r
1,FALSE,FALSE,bielefeld_000000_002735_leftImg8bit_rF_4192.png,712,744,370,466,r
2,FALSE,FALSE,bielefeld_000000_002735_leftImg8bit_gF_4193.png,900,932,134,230,g
3,FALSE,FALSE,bielefeld_000000_002735_leftImg8bit_gF_4194.png,1497,1529,304,400,g
4,FALSE,FALSE,bielefeld_000000_002735_leftImg8bit_gF_4195.png,1200,1232,372,468,g
0,FALSE,FALSE,bielefeld_000000_003080_leftImg8bit_gF_4196.png,1508,1540,-1,95,g
1,FALSE,FALSE,bielefeld_000000_003080_leftImg8bit_gF_4197.png,1445,1477,29,125,g
2,FALSE,FALSE,bielefeld_000000_003080_leftImg8bit_gF_4198.png,883,915,367,463,g
0,FALSE,FALSE,bielefeld_000000_003406_leftImg8bit_rF_4199.png,1287,1319,-22,74,r
1,FALSE,FALSE,bielefeld_000000_003406_leftImg8bit_rF_4200.png,-14,18,110,206,r
2,FALSE,FALSE,bielefeld_000000_003406_leftImg8bit_gF_4201.png,-10,22,-2,94,g
3,FALSE,FALSE,bielefeld_000000_003406_leftImg8bit_gF_4202.png,-12,20,31,127,g
0,FALSE,FALSE,bielefeld_000000_003546_leftImg8bit_rF_4203.png,877,909,395,491,r
1,FALSE,FALSE,bielefeld_000000_003546_leftImg8bit_gF_4204.png,1115,1147,23,119,g
0,FALSE,FALSE,bielefeld_000000_003731_leftImg8bit_rF_4205.png,1511,1543,-17,79,r
1,FALSE,FALSE,bielefeld_000000_003731_leftImg8bit_rF_4206.png,792,824,423,519,r
2,FALSE,FALSE,bielefeld_000000_003731_leftImg8bit_rF_4207.png,636,668,-29,67,r
3,FALSE,FALSE,bielefeld_000000_003731_leftImg8bit_gF_4208.png,69,101,398,494,g
0,FALSE,FALSE,bielefeld_000000_004345_leftImg8bit_rF_4209.png,1484,1516,472,568,r
1,FALSE,FALSE,bielefeld_000000_004345_leftImg8bit_rF_4210.png,1633,1665,219,315,r
0,FALSE,FALSE,bielefeld_000000_005260_leftImg8bit_rF_4211.png,1427,1459,357,453,r
1,FALSE,FALSE,bielefeld_000000_005260_leftImg8bit_gF_4212.png,1095,1127,228,324,g
0,FALSE,FALSE,bielefeld_000000_005584_leftImg8bit_rF_4213.png,929,961,391,487,r
1,FALSE,FALSE,bielefeld_000000_005584_leftImg8bit_gF_4214.png,1307,1339,352,448,g
0,FALSE,FALSE,bielefeld_000000_005741_leftImg8bit_gF_4215.png,1088,1120,-62,34,g
0,FALSE,FALSE,bielefeld_000000_005942_leftImg8bit_gF_4216.png,1233,1265,-43,53,g
0,FALSE,FALSE,bielefeld_000000_006239_leftImg8bit_rF_4217.png,1547,1579,-18,78,r
1,FALSE,FALSE,bielefeld_000000_006239_leftImg8bit_gF_4218.png,672,704,-49,47,g
2,FALSE,FALSE,bielefeld_000000_006239_leftImg8bit_gF_4219.png,674,706,2,98,g
3,FALSE,FALSE,bielefeld_000000_006239_leftImg8bit_gF_4220.png,1078,1110,371,467,g
0,FALSE,FALSE,bielefeld_000000_006802_leftImg8bit_gF_4221.png,954,986,-1,95,g
1,FALSE,FALSE,bielefeld_000000_006802_leftImg8bit_gF_4222.png,1299,1331,443,539,g
0,FALSE,FALSE,bielefeld_000000_007030_leftImg8bit_rF_4223.png,660,692,403,499,r
1,FALSE,FALSE,bielefeld_000000_007030_leftImg8bit_gF_4224.png,743,775,132,228,g
2,FALSE,FALSE,bielefeld_000000_007030_leftImg8bit_gF_4225.png,740,772,157,253,g
0,FALSE,FALSE,bielefeld_000000_007186_leftImg8bit_rF_4226.png,541,573,119,215,r
1,FALSE,FALSE,bielefeld_000000_007186_leftImg8bit_gF_4227.png,377,409,122,218,g
2,FALSE,FALSE,bielefeld_000000_007186_leftImg8bit_gF_4228.png,540,572,27,123,g
3,FALSE,FALSE,bielefeld_000000_007186_leftImg8bit_gF_4229.png,498,530,40,136,g
4,FALSE,FALSE,bielefeld_000000_007186_leftImg8bit_gF_4230.png,558,590,2,98,g
5,FALSE,FALSE,bielefeld_000000_007186_leftImg8bit_gF_4231.png,537,569,36,132,g
6,FALSE,FALSE,bielefeld_000000_007186_leftImg8bit_gF_4232.png,498,530,131,227,g
7,FALSE,FALSE,bielefeld_000000_007186_leftImg8bit_gF_4233.png,576,608,24,120,g
8,FALSE,FALSE,bielefeld_000000_007186_leftImg8bit_gF_4234.png,557,589,78,174,g
9,FALSE,FALSE,bielefeld_000000_007186_leftImg8bit_gF_4235.png,361,393,45,141,g
10,FALSE,FALSE,bielefeld_000000_007186_leftImg8bit_gF_4236.png,659,691,72,168,g
11,FALSE,FALSE,bielefeld_000000_007186_leftImg8bit_gF_4237.png,599,631,104,200,g
12,FALSE,FALSE,bielefeld_000000_007186_leftImg8bit_gF_4238.png,496,528,1,97,g
0,FALSE,FALSE,bielefeld_000000_007545_leftImg8bit_gF_4239.png,1673,1705,-50,46,g
1,FALSE,FALSE,bielefeld_000000_007545_leftImg8bit_gF_4240.png,1795,1827,61,157,g
2,FALSE,FALSE,bielefeld_000000_007545_leftImg8bit_gF_4241.png,970,1002,349,445,g
3,FALSE,FALSE,bielefeld_000000_007545_leftImg8bit_gF_4242.png,1171,1203,73,169,g
4,FALSE,FALSE,bielefeld_000000_007545_leftImg8bit_gF_4243.png,1160,1192,78,174,g
5,FALSE,FALSE,bielefeld_000000_007545_leftImg8bit_gF_4244.png,1235,1267,41,137,g
6,FALSE,FALSE,bielefeld_000000_007545_leftImg8bit_gF_4245.png,1196,1228,4,100,g
7,FALSE,FALSE,bielefeld_000000_007545_leftImg8bit_gF_4246.png,1212,1244,42,138,g
0,FALSE,FALSE,bielefeld_000000_008279_leftImg8bit_rF_4247.png,886,918,-26,70,r
1,FALSE,FALSE,bielefeld_000000_008279_leftImg8bit_rF_4248.png,707,739,-29,67,r
2,FALSE,FALSE,bielefeld_000000_008279_leftImg8bit_gF_4249.png,1239,1271,153,249,g
3,FALSE,FALSE,bielefeld_000000_008279_leftImg8bit_gF_4250.png,1044,1076,128,224,g
0,FALSE,FALSE,bielefeld_000000_008581_leftImg8bit_gF_4251.png,1926,1958,26,122,g
1,FALSE,FALSE,bielefeld_000000_008581_leftImg8bit_gF_4252.png,759,791,379,475,g
2,FALSE,FALSE,bielefeld_000000_008581_leftImg8bit_gF_4253.png,780,812,134,230,g
3,FALSE,FALSE,bielefeld_000000_008581_leftImg8bit_gF_4254.png,254,286,385,481,g
4,FALSE,FALSE,bielefeld_000000_008581_leftImg8bit_gF_4255.png,1906,1938,338,434,g
0,FALSE,FALSE,bielefeld_000000_008800_leftImg8bit_rF_4256.png,1205,1237,-25,71,r
1,FALSE,FALSE,bielefeld_000000_008800_leftImg8bit_gF_4257.png,747,779,379,475,g
2,FALSE,FALSE,bielefeld_000000_008800_leftImg8bit_gF_4258.png,1727,1759,66,162,g
3,FALSE,FALSE,bielefeld_000000_008800_leftImg8bit_gF_4259.png,1967,1999,58,154,g
4,FALSE,FALSE,bielefeld_000000_008800_leftImg8bit_gF_4260.png,1789,1821,65,161,g
5,FALSE,FALSE,bielefeld_000000_008800_leftImg8bit_gF_4261.png,780,812,134,230,g
6,FALSE,FALSE,bielefeld_000000_008800_leftImg8bit_gF_4262.png,1802,1834,69,165,g
0,FALSE,FALSE,bielefeld_000000_009728_leftImg8bit_rF_4263.png,926,958,-28,68,r
1,FALSE,FALSE,bielefeld_000000_009728_leftImg8bit_gF_4264.png,223,255,2,98,g
2,FALSE,FALSE,bielefeld_000000_009728_leftImg8bit_gF_4265.png,507,539,18,114,g
3,FALSE,FALSE,bielefeld_000000_009728_leftImg8bit_gF_4266.png,495,527,2,98,g
4,FALSE,FALSE,bielefeld_000000_009728_leftImg8bit_gF_4267.png,535,567,64,160,g
0,FALSE,FALSE,bielefeld_000000_010156_leftImg8bit_rF_4268.png,1237,1269,94,190,r
1,FALSE,FALSE,bielefeld_000000_010156_leftImg8bit_rF_4269.png,1462,1494,109,205,r
2,FALSE,FALSE,bielefeld_000000_010156_leftImg8bit_rF_4270.png,714,746,329,425,r
3,FALSE,FALSE,bielefeld_000000_010156_leftImg8bit_rF_4271.png,1614,1646,346,442,r
4,FALSE,FALSE,bielefeld_000000_010156_leftImg8bit_rF_4272.png,1263,1295,85,181,r
5,FALSE,FALSE,bielefeld_000000_010156_leftImg8bit_rF_4273.png,1249,1281,79,175,r
0,FALSE,FALSE,bielefeld_000000_011367_leftImg8bit_rF_4274.png,57,89,448,544,r
1,FALSE,FALSE,bielefeld_000000_011367_leftImg8bit_rF_4275.png,678,710,270,366,r
2,FALSE,FALSE,bielefeld_000000_011367_leftImg8bit_gF_4276.png,1014,1046,31,127,g
3,FALSE,FALSE,bielefeld_000000_011367_leftImg8bit_gF_4277.png,894,926,-58,38,g
4,FALSE,FALSE,bielefeld_000000_011367_leftImg8bit_gF_4278.png,1452,1484,151,247,g
5,FALSE,FALSE,bielefeld_000000_011367_leftImg8bit_gF_4279.png,980,1012,56,152,g
6,FALSE,FALSE,bielefeld_000000_011367_leftImg8bit_gF_4280.png,1051,1083,109,205,g
7,FALSE,FALSE,bielefeld_000000_011367_leftImg8bit_gF_4281.png,488,520,419,515,g
0,FALSE,FALSE,bielefeld_000000_011831_leftImg8bit_rF_4282.png,-12,20,15,111,r
1,FALSE,FALSE,bielefeld_000000_011831_leftImg8bit_gF_4283.png,352,384,228,324,g
2,FALSE,FALSE,bielefeld_000000_011831_leftImg8bit_gF_4284.png,231,263,362,458,g
3,FALSE,FALSE,bielefeld_000000_011831_leftImg8bit_gF_4285.png,1801,1833,424,520,g
0,FALSE,FALSE,bielefeld_000000_012080_leftImg8bit_rF_4286.png,646,678,406,502,r
1,FALSE,FALSE,bielefeld_000000_012080_leftImg8bit_rF_4287.png,1039,1071,98,194,r
2,FALSE,FALSE,bielefeld_000000_012080_leftImg8bit_rF_4288.png,968,1000,429,525,r
3,FALSE,FALSE,bielefeld_000000_012080_leftImg8bit_rF_4289.png,1270,1302,267,363,r
4,FALSE,FALSE,bielefeld_000000_012080_leftImg8bit_gF_4290.png,-10,22,14,110,g
0,FALSE,FALSE,bielefeld_000000_012584_leftImg8bit_rF_4291.png,1270,1302,-24,72,r
1,FALSE,FALSE,bielefeld_000000_012584_leftImg8bit_rF_4292.png,847,879,378,474,r
2,FALSE,FALSE,bielefeld_000000_012584_leftImg8bit_gF_4293.png,943,975,369,465,g
0,FALSE,FALSE,bielefeld_000000_012788_leftImg8bit_rF_4294.png,1182,1214,-23,73,r
1,FALSE,FALSE,bielefeld_000000_012788_leftImg8bit_rF_4295.png,901,933,388,484,r
2,FALSE,FALSE,bielefeld_000000_012788_leftImg8bit_gF_4296.png,1309,1341,-56,40,g
0,FALSE,FALSE,bielefeld_000000_013570_leftImg8bit_gF_4297.png,1394,1426,125,221,g
0,FALSE,FALSE,bielefeld_000000_013665_leftImg8bit_rF_4298.png,1667,1699,372,468,r
1,FALSE,FALSE,bielefeld_000000_013665_leftImg8bit_gF_4299.png,1027,1059,142,238,g
2,FALSE,FALSE,bielefeld_000000_013665_leftImg8bit_gF_4300.png,457,489,408,504,g
3,FALSE,FALSE,bielefeld_000000_013665_leftImg8bit_gF_4301.png,1727,1759,307,403,g
0,FALSE,FALSE,bielefeld_000000_013814_leftImg8bit_rF_4302.png,1189,1221,-24,72,r
1,FALSE,FALSE,bielefeld_000000_013814_leftImg8bit_rF_4303.png,1967,1999,-19,77,r
2,FALSE,FALSE,bielefeld_000000_013814_leftImg8bit_rF_4304.png,869,901,384,480,r
3,FALSE,FALSE,bielefeld_000000_013814_leftImg8bit_gF_4305.png,847,879,10,106,g
4,FALSE,FALSE,bielefeld_000000_013814_leftImg8bit_gF_4306.png,1207,1239,-45,51,g
5,FALSE,FALSE,bielefeld_000000_013814_leftImg8bit_gF_4307.png,867,899,-57,39,g
6,FALSE,FALSE,bielefeld_000000_013814_leftImg8bit_gF_4308.png,1087,1119,119,215,g
7,FALSE,FALSE,bielefeld_000000_013814_leftImg8bit_gF_4309.png,900,932,107,203,g
8,FALSE,FALSE,bielefeld_000000_013814_leftImg8bit_gF_4310.png,839,871,340,436,g
9,FALSE,FALSE,bielefeld_000000_013814_leftImg8bit_gF_4311.png,959,991,-18,78,g
10,FALSE,FALSE,bielefeld_000000_013814_leftImg8bit_gF_4312.png,1038,1070,65,161,g
11,FALSE,FALSE,bielefeld_000000_013814_leftImg8bit_gF_4313.png,1088,1120,-32,64,g
12,FALSE,FALSE,bielefeld_000000_013814_leftImg8bit_gF_4314.png,1067,1099,65,161,g
13,FALSE,FALSE,bielefeld_000000_013814_leftImg8bit_gF_4315.png,810,842,-3,93,g
14,FALSE,FALSE,bielefeld_000000_013814_leftImg8bit_gF_4316.png,1099,1131,117,213,g
15,FALSE,FALSE,bielefeld_000000_013814_leftImg8bit_gF_4317.png,799,831,-24,72,g
16,FALSE,FALSE,bielefeld_000000_013814_leftImg8bit_gF_4318.png,574,606,52,148,g
17,FALSE,FALSE,bielefeld_000000_013814_leftImg8bit_gF_4319.png,888,920,-15,81,g
18,FALSE,FALSE,bielefeld_000000_013814_leftImg8bit_gF_4320.png,1053,1085,-24,72,g
19,FALSE,FALSE,bielefeld_000000_013814_leftImg8bit_gF_4321.png,1047,1079,19,115,g
0,FALSE,FALSE,bielefeld_000000_014068_leftImg8bit_rF_4322.png,1873,1905,145,241,r
1,FALSE,FALSE,bielefeld_000000_014068_leftImg8bit_gF_4323.png,964,996,351,447,g
2,FALSE,FALSE,bielefeld_000000_014068_leftImg8bit_gF_4324.png,30,62,355,451,g
0,FALSE,FALSE,bielefeld_000000_015301_leftImg8bit_gF_4325.png,1253,1285,151,247,g
1,FALSE,FALSE,bielefeld_000000_015301_leftImg8bit_gF_4326.png,572,604,375,471,g
2,FALSE,FALSE,bielefeld_000000_015301_leftImg8bit_gF_4327.png,1451,1483,407,503,g
0,FALSE,FALSE,bielefeld_000000_015587_leftImg8bit_rF_4328.png,743,775,396,492,r
1,FALSE,FALSE,bielefeld_000000_015587_leftImg8bit_gF_4329.png,385,417,128,224,g
2,FALSE,FALSE,bielefeld_000000_015587_leftImg8bit_gF_4330.png,1490,1522,260,356,g
3,FALSE,FALSE,bielefeld_000000_015587_leftImg8bit_gF_4331.png,300,332,14,110,g
4,FALSE,FALSE,bielefeld_000000_015587_leftImg8bit_gF_4332.png,580,612,218,314,g
5,FALSE,FALSE,bielefeld_000000_015587_leftImg8bit_gF_4333.png,-14,18,428,524,g
0,FALSE,FALSE,bielefeld_000000_015867_leftImg8bit_rF_4334.png,674,706,404,500,r
0,FALSE,FALSE,bielefeld_000000_016718_leftImg8bit_rF_4335.png,1314,1346,-23,73,r
0,FALSE,FALSE,bielefeld_000000_016924_leftImg8bit_rF_4336.png,1784,1816,348,444,r
1,FALSE,FALSE,bielefeld_000000_016924_leftImg8bit_gF_4337.png,1731,1763,145,241,g
2,FALSE,FALSE,bielefeld_000000_016924_leftImg8bit_gF_4338.png,1640,1672,-18,78,g
0,FALSE,FALSE,bielefeld_000000_017051_leftImg8bit_gF_4339.png,1293,1325,316,412,g
0,FALSE,FALSE,bielefeld_000000_017279_leftImg8bit_rF_4340.png,1802,1834,196,292,r
0,FALSE,FALSE,bielefeld_000000_017438_leftImg8bit_rF_4341.png,1295,1327,395,491,r
1,FALSE,FALSE,bielefeld_000000_017438_leftImg8bit_rF_4342.png,1178,1210,384,480,r
2,FALSE,FALSE,bielefeld_000000_017438_leftImg8bit_rF_4343.png,1103,1135,377,473,r
3,FALSE,FALSE,bielefeld_000000_017438_leftImg8bit_rF_4344.png,1228,1260,20,116,r
4,FALSE,FALSE,bielefeld_000000_017438_leftImg8bit_rF_4345.png,1101,1133,92,188,r
5,FALSE,FALSE,bielefeld_000000_017438_leftImg8bit_rF_4346.png,1257,1289,327,423,r
6,FALSE,FALSE,bielefeld_000000_017438_leftImg8bit_rF_4347.png,1329,1361,376,472,r
7,FALSE,FALSE,bielefeld_000000_017438_leftImg8bit_rF_4348.png,1161,1193,393,489,r
8,FALSE,FALSE,bielefeld_000000_017438_leftImg8bit_rF_4349.png,638,670,422,518,r
9,FALSE,FALSE,bielefeld_000000_017438_leftImg8bit_rF_4350.png,1088,1120,320,416,r
10,FALSE,FALSE,bielefeld_000000_017438_leftImg8bit_rF_4351.png,1027,1059,377,473,r
11,FALSE,FALSE,bielefeld_000000_017438_leftImg8bit_rF_4352.png,1092,1124,115,211,r
12,FALSE,FALSE,bielefeld_000000_017438_leftImg8bit_rF_4353.png,537,569,428,524,r
13,FALSE,FALSE,bielefeld_000000_017438_leftImg8bit_rF_4354.png,1041,1073,320,416,r
14,FALSE,FALSE,bielefeld_000000_017438_leftImg8bit_rF_4355.png,1197,1229,0,96,r
15,FALSE,FALSE,bielefeld_000000_017438_leftImg8bit_gF_4356.png,215,247,-16,80,g
16,FALSE,FALSE,bielefeld_000000_017438_leftImg8bit_gF_4357.png,1799,1831,47,143,g
17,FALSE,FALSE,bielefeld_000000_017438_leftImg8bit_gF_4358.png,920,952,353,449,g
18,FALSE,FALSE,bielefeld_000000_017438_leftImg8bit_gF_4359.png,639,671,286,382,g
19,FALSE,FALSE,bielefeld_000000_017438_leftImg8bit_gF_4360.png,1191,1223,-12,84,g
20,FALSE,FALSE,bielefeld_000000_017438_leftImg8bit_gF_4361.png,1393,1425,-20,76,g
21,FALSE,FALSE,bielefeld_000000_017438_leftImg8bit_gF_4362.png,1721,1753,96,192,g
0,FALSE,FALSE,bielefeld_000000_017774_leftImg8bit_rF_4363.png,887,919,403,499,r
1,FALSE,FALSE,bielefeld_000000_017774_leftImg8bit_rF_4364.png,1034,1066,78,174,r
2,FALSE,FALSE,bielefeld_000000_017774_leftImg8bit_rF_4365.png,1291,1323,395,491,r
3,FALSE,FALSE,bielefeld_000000_017774_leftImg8bit_rF_4366.png,1265,1297,86,182,r
4,FALSE,FALSE,bielefeld_000000_017774_leftImg8bit_rF_4367.png,869,901,378,474,r
5,FALSE,FALSE,bielefeld_000000_017774_leftImg8bit_rF_4368.png,1589,1621,255,351,r
6,FALSE,FALSE,bielefeld_000000_017774_leftImg8bit_rF_4369.png,1799,1831,393,489,r
7,FALSE,FALSE,bielefeld_000000_017774_leftImg8bit_rF_4370.png,1188,1220,398,494,r
8,FALSE,FALSE,bielefeld_000000_017774_leftImg8bit_rF_4371.png,761,793,17,113,r
9,FALSE,FALSE,bielefeld_000000_017774_leftImg8bit_gF_4372.png,786,818,46,142,g
10,FALSE,FALSE,bielefeld_000000_017774_leftImg8bit_gF_4373.png,265,297,17,113,g
11,FALSE,FALSE,bielefeld_000000_017774_leftImg8bit_gF_4374.png,256,288,-57,39,g
12,FALSE,FALSE,bielefeld_000000_017774_leftImg8bit_gF_4375.png,851,883,46,142,g
13,FALSE,FALSE,bielefeld_000000_017774_leftImg8bit_gF_4376.png,746,778,19,115,g
14,FALSE,FALSE,bielefeld_000000_017774_leftImg8bit_gF_4377.png,845,877,107,203,g
15,FALSE,FALSE,bielefeld_000000_017774_leftImg8bit_gF_4378.png,386,418,145,241,g
16,FALSE,FALSE,bielefeld_000000_017774_leftImg8bit_gF_4379.png,1025,1057,319,415,g
17,FALSE,FALSE,bielefeld_000000_017774_leftImg8bit_gF_4380.png,278,310,-6,90,g
18,FALSE,FALSE,bielefeld_000000_017774_leftImg8bit_gF_4381.png,733,765,211,307,g
19,FALSE,FALSE,bielefeld_000000_017774_leftImg8bit_gF_4382.png,219,251,-62,34,g
20,FALSE,FALSE,bielefeld_000000_017774_leftImg8bit_gF_4383.png,584,616,50,146,g
21,FALSE,FALSE,bielefeld_000000_017774_leftImg8bit_gF_4384.png,234,266,57,153,g
22,FALSE,FALSE,bielefeld_000000_017774_leftImg8bit_gF_4385.png,437,469,155,251,g
23,FALSE,FALSE,bielefeld_000000_017774_leftImg8bit_gF_4386.png,151,183,5,101,g
24,FALSE,FALSE,bielefeld_000000_017774_leftImg8bit_gF_4387.png,631,663,-35,61,g
25,FALSE,FALSE,bielefeld_000000_017774_leftImg8bit_gF_4388.png,407,439,67,163,g
0,FALSE,FALSE,bielefeld_000000_018345_leftImg8bit_rF_4389.png,702,734,460,556,r
1,FALSE,FALSE,bielefeld_000000_018345_leftImg8bit_rF_4390.png,870,902,447,543,r
2,FALSE,FALSE,bielefeld_000000_018345_leftImg8bit_rF_4391.png,851,883,454,550,r
3,FALSE,FALSE,bielefeld_000000_018345_leftImg8bit_rF_4392.png,653,685,-30,66,r
4,FALSE,FALSE,bielefeld_000000_018345_leftImg8bit_rF_4393.png,41,73,172,268,r
0,FALSE,FALSE,bielefeld_000000_019416_leftImg8bit_rF_4394.png,415,447,381,477,r
1,FALSE,FALSE,bielefeld_000000_019416_leftImg8bit_rF_4395.png,457,489,415,511,r
2,FALSE,FALSE,bielefeld_000000_019416_leftImg8bit_rF_4396.png,609,641,385,481,r
3,FALSE,FALSE,bielefeld_000000_019416_leftImg8bit_rF_4397.png,522,554,412,508,r
4,FALSE,FALSE,bielefeld_000000_019416_leftImg8bit_rF_4398.png,734,766,380,476,r
5,FALSE,FALSE,bielefeld_000000_019416_leftImg8bit_gF_4399.png,523,555,-61,35,g
6,FALSE,FALSE,bielefeld_000000_019416_leftImg8bit_gF_4400.png,757,789,-2,94,g
7,FALSE,FALSE,bielefeld_000000_019416_leftImg8bit_gF_4401.png,803,835,344,440,g
8,FALSE,FALSE,bielefeld_000000_019416_leftImg8bit_gF_4402.png,528,560,361,457,g
9,FALSE,FALSE,bielefeld_000000_019416_leftImg8bit_gF_4403.png,772,804,-61,35,g
10,FALSE,FALSE,bielefeld_000000_019416_leftImg8bit_gF_4404.png,432,464,-57,39,g
11,FALSE,FALSE,bielefeld_000000_019416_leftImg8bit_gF_4405.png,677,709,-62,34,g
12,FALSE,FALSE,bielefeld_000000_019416_leftImg8bit_gF_4406.png,1361,1393,-38,58,g
0,FALSE,FALSE,bielefeld_000000_020757_leftImg8bit_rF_4407.png,805,837,-26,70,r
1,FALSE,FALSE,bielefeld_000000_020757_leftImg8bit_rF_4408.png,1143,1175,397,493,r
2,FALSE,FALSE,bielefeld_000000_020757_leftImg8bit_rF_4409.png,844,876,422,518,r
3,FALSE,FALSE,bielefeld_000000_020757_leftImg8bit_gF_4410.png,913,945,-44,52,g
4,FALSE,FALSE,bielefeld_000000_020757_leftImg8bit_gF_4411.png,938,970,-30,66,g
5,FALSE,FALSE,bielefeld_000000_020757_leftImg8bit_gF_4412.png,913,945,-6,90,g
6,FALSE,FALSE,bielefeld_000000_020757_leftImg8bit_gF_4413.png,1135,1167,373,469,g
0,FALSE,FALSE,bielefeld_000000_020900_leftImg8bit_rF_4414.png,1872,1904,-20,76,r
